device,deviceId,deviceType,registerAddress,registerHex,variableName,dataTag,mapName,source,mapType,mapUnit,mapDescription,telemetryName,tags,aggregation,scope,rackLabel,whereTo,uiComponent,uiTab,uiField,uiFieldLabel
BSC Main,BSC-1,BSC,30658,0x77c2,BSC1-194 (Rack 3),,Min Cell Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Cell ID : 7,CellLocation,"rack_id: 3, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minCellLocation,Min Hücre Konumu
BSC Main,BSC-1,BSC,30659,0x77c3,BSC1-196 (Rack 3),,Max Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 3, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxPackTemperature,Maks Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30660,0x77c4,BSC1-197 (Rack 3),,Min Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 3, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minPackTemperature,Min Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30661,0x77c5,BSC1-198 (Rack 3),,Avg Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 3, aggregation: avg, deviceId: BSC-1",avg,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,avgPackTemperature,Ort Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30662,0x77c6,BSC1-199 (Rack 3),,Max Temperature Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Temperature Sensor ID : 7,Temperature,"rack_id: 3, variant: max_location, deviceId: BSC-1",,per-rack,Rack 3,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30663,0x77c7,BSC1-200 (Rack 3),,Min Temperature Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Temperature Sensor ID : 7,Temperature,"rack_id: 3, variant: min_location, deviceId: BSC-1",,per-rack,Rack 3,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30664,0x77c8,BSC1-201 (Rack 3),,Max Difference of Temperature in Rack,,uint16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 3, variant: max_diff, deviceId: BSC-1",,per-rack,Rack 3,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30665,0x77c9,BSC1-202 (Rack 3),,Max Difference of Temperature in Pack,,uint16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 3, variant: max_diff_pack, deviceId: BSC-1",,per-rack,Rack 3,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30670,0x77ce,BSC1-203 (Rack 3),,MC Open Count,,uint16,,,OpenCount,"rack_id: 3, component: mc, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,mcOpenCount,MC Açma Sayısı
BSC Main,BSC-1,BSC,30671,0x77cf,BSC1-204 (Rack 3),,Calibration Information,,uint16,,,CalibrationInfo,"rack_id: 3, deviceId: BSC-1",,per-rack,Rack 3,Control,,,,
BSC Main,BSC-1,BSC,30673,0x77d1,BSC1-205 (Rack 3),,Non-balancing Entry Period,,uint16,day,,NonBalancePeriod,"rack_id: 3, deviceId: BSC-1",,per-rack,Rack 3,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,nonBalancingPeriod,Dengelemesiz Dönem (gün)
BSC Main,BSC-1,BSC,30770,0x7832,BSC1-124 (Rack 4),,RBMS SW Version,Nameplate,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 4, component: rbms, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30772,0x7834,BSC1-126 (Rack 4),,Updater Version,,uint32,-,SW Version e.g.) 0x12345678 -> SW V12.34.56.78 (BCD),Version,"rack_id: 4, component: updater, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30774,0x7836,BSC1-128 (Rack 4),,Boot Selector Version,,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 4, component: boot_selector, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30776,0x7838,BSC1-130 (Rack 4),,RBMS SW Checksum,,uint32,-,e.g.) 0x01020304,Checksum,"rack_id: 4, component: rbms, deviceId: BSC-1",,per-rack,Rack 4,,,,,
BSC Main,BSC-1,BSC,30778,0x783a,BSC1-132 (Rack 4),,BMS SW Name,,uint128,-,"BMS SW Name e.g.) 0x4733585F52424D53 : ""G3X_RBMS""",SWName,"rack_id: 4, component: bms, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,bmsSwName,BMS Yazılım Adı
BSC Main,BSC-1,BSC,30786,0x7842,BSC1-140 (Rack 4),,BMS Serial Number,,uint32,-,Serial Number e.g.) 0x4E25F371(hex) = 1311110001(dec),SerialNumber,"rack_id: 4, component: bms, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,serialNumber,Seri No
BSC Main,BSC-1,BSC,30788,0x7844,BSC1-142 (Rack 4),,BMS HW Version,,uint32,-,BMS HW Version e.g.) 0x00010002 -> HW V1.2 (BCD),Version,"rack_id: 4, component: bms_hw, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30790,0x7846,BSC1-144 (Rack 4),,Current Sensor Type,,uint16,-,"e.g.) Network Type + Hall Type : 1, Hall Type : 0",SensorType,"rack_id: 4, component: current, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,currentSensorType,Akım Sensörü Tipi
BSC Main,BSC-1,BSC,30792,0x7848,BSC1-146 (Rack 4),,Relay Close Current Spec,,uint16,A,Relay Close Current Spec. e.g.) 0x00C8 -> 200 A,CloseCurrent,"rack_id: 4, component: relay, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,relayCloseCurrent,Röle Kapama Akımı (A)
BSC Main,BSC-1,BSC,30793,0x7849,BSC1-147 (Rack 4),,Pack Count,,uint16,ea,Pack Count e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 4, component: pack, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30794,0x784a,BSC1-148 (Rack 4),,BMIC Count per Pack,,uint16,ea,BMIC Count e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 4, component: bmic, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30795,0x784b,BSC1-149 (Rack 4),,Temperature Sensor Count,,uint16,ea,Temperature Sensor Count per Pack e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 4, component: temp_sensor, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30797,0x784d,BSC1-151 (Rack 4),,PCB Temperature Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 4, component: pcb_temp, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30798,0x784e,BSC1-152 (Rack 4),,Pack Voltage Sensor Count,,uint16,ea,Ambient Temperature Sensor Count per Pack e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 4, component: pack_voltage, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30799,0x784f,BSC1-153 (Rack 4),,Voltage Sensor Count,,uint16,ea,Voltage Sensor Count per Pack e.g.) 0x000E -> 14 (ea),Count,"rack_id: 4, component: voltage_sensor, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30802,0x7852,BSC1-156 (Rack 4),,Pack Type,,uint16,-,e.g.) 0x0503,Type,"rack_id: 4, component: pack, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packType,Paket Tipi
BSC Main,BSC-1,BSC,30820,0x7864,BSC1-157 (Rack 4),,State,Summary                                                  Sum,uint16,enum,,State,"rack_id: 4, deviceId: BSC-1",,per-rack,Rack 4,Rack Details,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,state,Durum Kodu
BSC Main,BSC-1,BSC,30821,0x7865,,r4_cell_balancing,Cell Balancing,bitfieldConfigs (reg 30821),bitfield,-,Cell Balancing,Cell Balancing,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Cell Balancing
BSC Main,BSC-1,BSC,30821,0x7865,,r4_warning,Warning,bitfieldConfigs (reg 30821),bitfield,-,Warning,Warning,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Warning
BSC Main,BSC-1,BSC,30821,0x7865,,r4_fault,Fault,bitfieldConfigs (reg 30821),bitfield,-,Fault,Fault,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Fault
BSC Main,BSC-1,BSC,30821,0x7865,,r4_charge_status,Charge/Discharge Status,bitfieldConfigs (reg 30821),bitfield,-,Charge/Discharge Status,Charge/Discharge Status,rack_id: 4,,per-rack,Rack 4,,,,,Charge/Discharge Status
BSC Main,BSC-1,BSC,30821,0x7865,,r4_cer,CER Status,bitfieldConfigs (reg 30821),bitfield,-,CER Status,CER Status,rack_id: 4,,per-rack,Rack 4,,,,,CER Status
BSC Main,BSC-1,BSC,30821,0x7865,,r4_dc_line,DC Line Closed,bitfieldConfigs (reg 30821),bitfield,-,DC Line Closed,DC Line Closed,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,DC Line Closed
BSC Main,BSC-1,BSC,30821,0x7865,,r4_battery_ready,Battery Ready,bitfieldConfigs (reg 30821),bitfield,-,Battery Ready,Battery Ready,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Battery Ready
BSC Main,BSC-1,BSC,30821,0x7865,,r4_pwr_derate,Charge Power Derating,bitfieldConfigs (reg 30821),bitfield,-,Charge Power Derating,Charge Power Derating,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Charge Power Derating
BSC Main,BSC-1,BSC,30821,0x7865,,r4_current_sensor,Current Sensor Type,bitfieldConfigs (reg 30821),bitfield,-,Current Sensor Type,Current Sensor Type,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Raf Durumu,Current Sensor Type
BSC Main,BSC-1,BSC,30822,0x7866,,r4_pc,PC Status,bitfieldConfigs (reg 30822),bitfield,-,PC Status,PC Status,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,PC Status
BSC Main,BSC-1,BSC,30822,0x7866,,r4_mc_plus,MC(+) Status,bitfieldConfigs (reg 30822),bitfield,-,MC(+) Status,MC(+) Status,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(+) Status
BSC Main,BSC-1,BSC,30822,0x7866,,r4_mc_minus,MC(-) Status,bitfieldConfigs (reg 30822),bitfield,-,MC(-) Status,MC(-) Status,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,MC(-) Status
BSC Main,BSC-1,BSC,30822,0x7866,,r4_cb,CB Status,bitfieldConfigs (reg 30822),bitfield,-,CB Status,CB Status,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,CB Status
BSC Main,BSC-1,BSC,30822,0x7866,,r4_fan1,Pack Fan1,bitfieldConfigs (reg 30822),bitfield,-,Pack Fan1,Pack Fan1,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan1
BSC Main,BSC-1,BSC,30822,0x7866,,r4_fan2,Pack Fan2,bitfieldConfigs (reg 30822),bitfield,-,Pack Fan2,Pack Fan2,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,Pack Fan2
BSC Main,BSC-1,BSC,30822,0x7866,,r4_bpu_fan,BPU Fan,bitfieldConfigs (reg 30822),bitfield,-,BPU Fan,BPU Fan,rack_id: 4,,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Teşhis sekmesi)",Teşhis,Bileşen Durumu,BPU Fan
BSC Main,BSC-1,BSC,30824,0x7868,BSC1-161 (Rack 4),,Heart Beat (from RBMS),,uint16,,Data is incremented by 1  (every 1sec) for a period of transmission,Heartbeat,"rack_id: system, deviceId: BSC-1",,system,,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,heartbeat,Heartbeat
BSC Main,BSC-1,BSC,30825,0x7869,BSC1-162 (Rack 4),,Live Unit Count,,uint16,ea,Awaken PBMS Count e.g.) 0x00C8 -> 200,Count,"rack_id: 4, component: live_unit, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30826,0x786a,BSC1-163 (Rack 4),,Remaining Balancing Time,,uint32,s,e.g.) 0x00015180 -> 86400 [s],BalanceTime,"rack_id: 4, deviceId: BSC-1",,per-rack,Rack 4,Control,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,balancingTime,Dengeleme Süresi (s)
BSC Main,BSC-1,BSC,30828,0x786c,BSC1-165 (Rack 4),,SOC,,uint16,%,e.g.) 0x20DA -> 0x20DA / 100 = 84.10 [%],SOC,"rack_id: 4, deviceId: BSC-1",,per-rack,Rack 4,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,soc,SoC (%)
BSC Main,BSC-1,BSC,30829,0x786d,BSC1-166 (Rack 4),,SOH,,uint16,%,e.g.) 0x20DA -> 0x20DA / 100 = 84.10 [%],SOH,"rack_id: 4, deviceId: BSC-1",,per-rack,Rack 4,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,soh,SoH (%)
BSC Main,BSC-1,BSC,30830,0x786e,BSC1-167 (Rack 4),,Charge Power Limit,,uint32,kW,e.g.) 0x0001 1BC1 -> 0x0001 1BC1 / 1000 = 72.641 [kW],ChargePower,"rack_id: 4, deviceId: BSC-1",,per-rack,Rack 4,Control,"RackCard
(Rack sayfası kart bileşeni)",,power_kw,Güç (kW)
BSC Main,BSC-1,BSC,30832,0x7870,BSC1-169 (Rack 4),,Discharge Power Limit,,uint32,kW,e.g.) 0x0001 1BC1 -> 0x0001 1BC1 / 1000 = 72.641 [kW],DischargePower,"rack_id: 4, deviceId: BSC-1",,per-rack,Rack 4,Control,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,dischargePowerLimit,Deşarj Güç Limiti (kW)
BSC Main,BSC-1,BSC,30834,0x7872,BSC1-171 (Rack 4),,Cell Sum Voltage,,uint32,V,e.g.) 0x0072 C14D -> 0x72 C14D / 10000 = 752.0589 [V],Voltage,"rack_id: 4, deviceId: BSC-1",,per-rack,Rack 4,Control,"RackCard
(Rack sayfası kart bileşeni)",,voltage,Voltaj (V)
BSC Main,BSC-1,BSC,30836,0x7874,BSC1-173 (Rack 4),,Current,,int32,A,"e.g.) 0x0001 329E -> 0x0001 329E / 1000 = 78.494 [A], , 0xFFFE CD5F → -78497 / 1000 = -78.497[A]",Current,"rack_id: 4, deviceId: BSC-1",,per-rack,Rack 4,Rack Details & Control,"RackCard
(Rack sayfası kart bileşeni)",,current,Akım (A)
BSC Main,BSC-1,BSC,30854,0x7886,BSC1-189 (Rack 4),,Max Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 4, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxCellVoltage,Maks Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30855,0x7887,BSC1-190 (Rack 4),,Min Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 4, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minCellVoltage,Min Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30856,0x7888,BSC1-191 (Rack 4),,Avg Cell Voltage,,uint16,V,e.g.) 0x89D8 -> 0x89D8 * 0.0001 = 3.5288 [V],CellVoltage,"rack_id: 4, aggregation: avg, deviceId: BSC-1",avg,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,avgCellVoltage,Ort Hücre Voltajı (V)
BSC Main,BSC-1,BSC,30857,0x7889,BSC1-192 (Rack 4),,Max Cell Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Cell ID : 7,CellLocation,"rack_id: 4, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxCellLocation,Maks Hücre Konumu
BSC Main,BSC-1,BSC,30858,0x788a,BSC1-194 (Rack 4),,Min Cell Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Cell ID : 7,CellLocation,"rack_id: 4, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minCellLocation,Min Hücre Konumu
BSC Main,BSC-1,BSC,30859,0x788b,BSC1-196 (Rack 4),,Max Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 4, aggregation: max, deviceId: BSC-1",max,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,maxPackTemperature,Maks Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30860,0x788c,BSC1-197 (Rack 4),,Min Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 4, aggregation: min, deviceId: BSC-1",min,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,minPackTemperature,Min Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30861,0x788d,BSC1-198 (Rack 4),,Avg Pack Temperature,,int16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 4, aggregation: avg, deviceId: BSC-1",avg,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,avgPackTemperature,Ort Paket Sıcaklığı (°C)
BSC Main,BSC-1,BSC,30862,0x788e,BSC1-199 (Rack 4),,Max Temperature Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Temperature Sensor ID : 7,Temperature,"rack_id: 4, variant: max_location, deviceId: BSC-1",,per-rack,Rack 4,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30863,0x788f,BSC1-200 (Rack 4),,Min Temperature Location,,uint16,-,e.g.) 0x0F07 -> Pack ID : 15 / Temperature Sensor ID : 7,Temperature,"rack_id: 4, variant: min_location, deviceId: BSC-1",,per-rack,Rack 4,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30864,0x7890,BSC1-201 (Rack 4),,Max Difference of Temperature in Rack,,uint16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 4, variant: max_diff, deviceId: BSC-1",,per-rack,Rack 4,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30865,0x7891,BSC1-202 (Rack 4),,Max Difference of Temperature in Pack,,uint16,oC,e.g.)0xFB -> (0xFB * 0.1) = 25.1,Temperature,"rack_id: 4, variant: max_diff_pack, deviceId: BSC-1",,per-rack,Rack 4,,"RackCard
(Rack sayfası kart bileşeni)",,temperature,Sıcaklık (°C)
BSC Main,BSC-1,BSC,30870,0x7896,BSC1-203 (Rack 4),,MC Open Count,,uint16,,,OpenCount,"rack_id: 4, component: mc, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,mcOpenCount,MC Açma Sayısı
BSC Main,BSC-1,BSC,30871,0x7897,BSC1-204 (Rack 4),,Calibration Information,,uint16,,,CalibrationInfo,"rack_id: 4, deviceId: BSC-1",,per-rack,Rack 4,Control,,,,
BSC Main,BSC-1,BSC,30873,0x7899,BSC1-205 (Rack 4),,Non-balancing Entry Period,,uint16,day,,NonBalancePeriod,"rack_id: 4, deviceId: BSC-1",,per-rack,Rack 4,,"RackDetailModal
('Detay Göster' butonu → Telemetri sekmesi)",Telemetri,nonBalancingPeriod,Dengelemesiz Dönem (gün)
BSC Main,BSC-1,BSC,30970,0x78fa,BSC1-124 (Rack 5),,RBMS SW Version,Nameplate,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 5, component: rbms, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30972,0x78fc,BSC1-126 (Rack 5),,Updater Version,,uint32,-,SW Version e.g.) 0x12345678 -> SW V12.34.56.78 (BCD),Version,"rack_id: 5, component: updater, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30974,0x78fe,BSC1-128 (Rack 5),,Boot Selector Version,,uint32,-,SW Version e.g.) 0x01053203 -> SW V1.5.32.3 (BCD),Version,"rack_id: 5, component: boot_selector, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30976,0x7900,BSC1-130 (Rack 5),,RBMS SW Checksum,,uint32,-,e.g.) 0x01020304,Checksum,"rack_id: 5, component: rbms, deviceId: BSC-1",,per-rack,Rack 5,,,,,
BSC Main,BSC-1,BSC,30978,0x7902,BSC1-132 (Rack 5),,BMS SW Name,,uint128,-,"BMS SW Name e.g.) 0x4733585F52424D53 : ""G3X_RBMS""",SWName,"rack_id: 5, component: bms, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,bmsSwName,BMS Yazılım Adı
BSC Main,BSC-1,BSC,30986,0x790a,BSC1-140 (Rack 5),,BMS Serial Number,,uint32,-,Serial Number e.g.) 0x4E25F371(hex) = 1311110001(dec),SerialNumber,"rack_id: 5, component: bms, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,serialNumber,Seri No
BSC Main,BSC-1,BSC,30988,0x790c,BSC1-142 (Rack 5),,BMS HW Version,,uint32,-,BMS HW Version e.g.) 0x00010002 -> HW V1.2 (BCD),Version,"rack_id: 5, component: bms_hw, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,firmwareVersion,Yazılım Sürümü
BSC Main,BSC-1,BSC,30990,0x790e,BSC1-144 (Rack 5),,Current Sensor Type,,uint16,-,"e.g.) Network Type + Hall Type : 1, Hall Type : 0",SensorType,"rack_id: 5, component: current, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,currentSensorType,Akım Sensörü Tipi
BSC Main,BSC-1,BSC,30992,0x7910,BSC1-146 (Rack 5),,Relay Close Current Spec,,uint16,A,Relay Close Current Spec. e.g.) 0x00C8 -> 200 A,CloseCurrent,"rack_id: 5, component: relay, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,relayCloseCurrent,Röle Kapama Akımı (A)
BSC Main,BSC-1,BSC,30993,0x7911,BSC1-147 (Rack 5),,Pack Count,,uint16,ea,Pack Count e.g.) 0x0004 -> 4 (ea),Count,"rack_id: 5, component: pack, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
BSC Main,BSC-1,BSC,30994,0x7912,BSC1-148 (Rack 5),,BMIC Count per Pack,,uint16,ea,BMIC Count e.g.) 0x0002 -> 2 (ea),Count,"rack_id: 5, component: bmic, deviceId: BSC-1",,per-rack,Rack 5,,"RackDetailModal
('Detay Göster' butonu → Genel Bilgiler sekmesi)",Genel Bilgiler,packCount,Paket Sayısı
